Sentença Original N°1
O	O
maior	O
mal	O
da	O
sociedade	O
é	O
a	O
ignorância	O
.	O

Sentença Original N°2
Entre	B-WRONG
muitos	I-WRONG
casos	I-WRONG
,	I-WRONG
observa-se	I-WRONG
que	I-WRONG
os	I-WRONG
moradores	I-WRONG
dessas	I-WRONG
comunidades	I-WRONG
apóiam	I-WRONG
essas	I-WRONG
organizações	I-WRONG
que	I-WRONG
exerce	I-WRONG
um	I-WRONG
governo	I-WRONG
paralelo	I-WRONG
à	I-WRONG
oficialmente	I-WRONG
ausência	I-WRONG
,	I-WRONG
as	I-WRONG
suportas	I-WRONG
melhorias	I-WRONG
feitas	I-WRONG
por	I-WRONG
traficantes	I-WRONG
e	I-WRONG
milicianos	I-WRONG
ilude	I-WRONG
não	I-WRONG
apenas	I-WRONG
aos	I-WRONG
moradores	I-WRONG
,	I-WRONG
mas	I-WRONG
também	I-WRONG
,	I-WRONG
grande	I-WRONG
parte	I-WRONG
da	I-WRONG
sociedade	I-WRONG
.	I-WRONG
Associado	O
a	O
isso	O
,	O
os	O
meios	O
de	O
comunicação	O
erroneamente	O
divulgam	O
falsos	O
relatos	O
de	O
que	O
"	O
a	O
favela	O
é	O
chique	O
"	O
mascarando	O
a	O
grande	O
desigualdade	O
existente	O
,	O
sabe-se	O
que	O
existem	O
casos	O
isolados	O
de	O
sucesso	O
,	O
mas	O
deve-se	B-WRONG
avaliar	I-WRONG
quais	I-WRONG
são	O
os	O
relatos	O
que	O
realmente	O
agregam	O
valor	O
e	O
servem	O
de	O
referencial	O
para	O
outras	O
comunidades	O
.	O

Sentença Original N°3
Com	O
o	O
avanço	O
das	O
novas	O
tecnologias	O
,	O
o	O
aumento	O
acelerado	O
da	O
sociedade	O
e	O
a	O
praticidade	O
que	O
o	O
mundo	O
atual	O
oferece	O
,	O
fica	O
cada	O
vez	O
mais	O
difícil	O
controlar	O
a	O
produção	O
desordenada	O
de	O
lixo	O
nas	O
grandes	O
cidades	O
.	O

Sentença Original N°4
Namoros	O
pela	O
internet	O
podem	O
ser	O
ruins	O
,	O
pois	O
na	O
maioria	O
das	O
vezes	O
começam	O
com	O
uma	O
mentira	O
e	O
que	B-WRONG
se	I-WRONG
ostenta	I-WRONG
por	O
uma	O
longo	O
prazo	O
de	O
tempo	O
-	O
no	O
mínimo	O
enquanto	O
durar	O
a	O
suposta	O
"	O
relação	O
"	O
-	O
exemplos	O
:	O
cor	O
de	O
pele	O
,	O
raça	O
,	O
estatura	O
,	O
peso	O
,	O
cor	O
dos	O
olhos	O
,	O
escolaridade	O
,	O
nível	O
social	O
,	O
posição	O
social	O
,	O
empregos	O
,	O
estado	O
civil	O
,	O
não	O
ter	O
filhos	O
,	O
idade	O
,	O
desta	O
forma	O
os	O
maus	O
intencionados	O
conquistam	O
a	O
confiança	O
do	O
outro	O
.	O

Sentença Original N°5
O	O
MMA	O
é	O
responsabilizado	O
por	O
influenciar	O
a	O
violência	O
.	O

Sentença Original N°6
A	O
família	O
,	O
porém	O
,	O
é	O
a	O
maior	O
culpada	O
por	O
esse	O
crescente	O
índice	O
de	O
obesidade	O
infantil	O
,	O
pois	O
além	O
do	O
fast-food	O
ser	O
uma	O
opção	O
cômoda	O
para	O
quem	O
não	O
dispõe	O
de	O
muito	O
tempo	O
,	O
os	O
pais	O
tentam	O
compensar	O
a	O
sua	O
ausência	O
,	O
cedendo	O
aos	O
desejos	O
dos	O
filhos	O
.	O

Sentença Original N°7
E	O
nesse	O
contexto	O
de	O
discórdia	O
agrupa	B-WRONG
se	I-WRONG
mais	O
uma	O
:	O
de	O
quem	O
é	O
a	O
responsabilidade	O
pela	O
educação	O
do	O
jovem	O
?	O

Sentença Original N°8
Para	O
que	O
haja	O
um	O
real	O
declínio	O
no	O
índice	O
de	O
criminalidade	O
,	O
é	O
necessário	O
melhorar	O
a	O
educação	O
,	O
instruir	O
os	O
indivíduos	O
,	O
principalmente	O
as	O
crianças	O
,	O
transmitir-lhes	O
os	O
valores	O
e	O
prepará-los	O
para	O
o	O
mercado	O
de	O
trabalho	O
,	O
pois	O
a	O
maioria	O
dos	O
jovens	O
entra	O
no	O
mundo	O
do	O
crime	O
por	O
falta	O
de	O
opção	O
,	O
eles	O
mão	O
foram	O
preparados	O
para	O
enfrentar	O
as	O
competições	O
e	O
pressões	O
existentes	O
no	O
mundo	O
profissional	O
e	O
,	O
por	O
isso	O
,	O
preferem	O
ameaçar	O
,	O
roubar	O
e	O
destruir	O
famílias	O
inocentes	O
.	O

Sentença Original N°9
Também	O
é	O
uma	O
opção	O
viável	O
.	O
<correct>como	O
hospitais	O
,	O
prefeitutas	O
e	O
órgãos	O
públicos	O
também	O
é	O
uma	O
opção	O
viável	O
.	O

Sentença Original N°10
Irresponsabilidade	O
ou	O
falta	O
de	O
informação	O
?	O

Sentença Original N°11
Como	O
o	O
Candidato	B-WRONG
a	O
um	O
cargo	O
eleitoral	O
vem	O
tendo	O
sua	O
imagem	O
desgastada	O
por	O
conta	O
de	O
suas	O
antigas	O
promessas	O
não	O
cumpridas	B-WRONG
os	O
atos	O
exorbitantes	O
que	O
de	B-WRONG
nada	O
favorece	B-WRONG
o	O
eleitor	B-WRONG
,	B-WRONG
fez	I-WRONG
com	O
que	O
o	O
mesmo	O
perdesse	O
sua	O
confiança	B-WRONG
preferindo	O
anular	O
seu	O
voto	O
.	O

Sentença Original N°12
Quanto	O
à	O
corrupção	O
política	O
,	O
a	O
nova	O
geração	O
tem	O
se	O
mostrado	O
insatisfeita	O
com	O
as	O
condutas	O
da	O
maioria	O
dos	O
representantes	O
desse	O
meio	O
devido	O
a	O
suas	O
más	O
reputações	O
.	O

Sentença Original N°13
A	O
falta	O
de	O
autoridade	O
dos	O
pais	O
pode	O
causar	O
resultados	O
danosos	O
ao	O
futuro	O
dos	O
filhos	O
.	O

Sentença Original N°14
Uma	B-WRONG
figurinha	I-WRONG
carimbada	I-WRONG
da	O
mídia	O
nos	O
últimos	O
anos	O
são	O
os	O
políticos	O
pérfidos	O
,	O
que	O
enganam	O
a	O
população	O
em	O
benefício	O
próprio	O
e	O
abusam	O
do	O
poder	O
que	O
lhe	B-WRONG
são	I-WRONG
atribuídos	I-WRONG
.	O

Sentença Original N°15
Esta	O
insatisfação	O
do	O
povo	O
é	O
oriunda	O
de	O
um	O
grande	O
investimento	O
financeiro	O
do	O
Governo	O
Federal	O
na	O
Copa	O
,	O
que	O
poderia	O
inverter-se	B-WRONG
em	I-WRONG
investimentos	O
para	O
outros	O
setores	O
do	O
país	O
,	O
como	B-WRONG
em	I-WRONG
educação	O
,	O
saúde	O
e	O
melhoria	O
no	O
transporte	O
público	O
.	O

Sentença Original N°16
Que	O
já	O
é	O
bem	O
comum	O
e	O
complicada	O
.	O

Sentença Original N°17
Observando	O
esses	O
fatos	O
pode-se	O
dizer	O
que	O
a	O
responsabilidade	O
do	O
problema	O
é	O
tanto	O
do	O
governo	O
quanto	O
dos	O
pais	O
e	O
mães	O
,	O
pois	O
tem	O
que	O
haver	O
uma	O
parte	O
do	O
governo	O
e	O
também	O
uma	O
conscientização	O
dos	O
pais	O
para	O
a	O
alimentação	O
de	O
seus	O
filhos	O
.	O

Sentença Original N°18
Foi	O
o	O
que	O
aconteceu	O
recentemente	O
com	O
um	O
filhote	O
de	O
cachorro	O
da	O
raça	O
yorkshire	O
.	O

Sentença Original N°19
No	O
Brasil	O
,	O
convivemos	O
há	O
anos	O
com	O
um	O
código	O
penal	O
falido	O
em	O
que	O
a	O
maioria	O
dos	O
crimes	O
podem	O
ser	O
?	O
amenizados	O
?	O

Sentença Original N°20
Mas	O
fato	O
é	O
que	O
nenhuma	O
das	O
previsões	O
tiveram	B-WRONG
alguma	O
prova	O
ou	O
embasamento	B-WRONG
para	I-WRONG
alguém	I-WRONG
acreditar	I-WRONG
em	I-WRONG
tais	I-WRONG
afirmações	I-WRONG
.	I-WRONG

Sentença Original N°21
Estudar	O
requer	O
disciplina	O
,	O
tanto	B-WRONG
em	O
aulas	O
presenciais	O
ou	B-WRONG
não	I-WRONG
,	O
e	O
a	O
determinação	O
é	O
essencial	O
em	O
qualquer	O
forma	O
de	O
aprendizagem	O
.	O

Sentença Original N°22
Para	O
garantir	O
a	O
busca	O
de	O
novos	O
consumidores	O
e	O
consolidar	O
os	O
que	O
já	O
são	O
,	O
muitas	O
lojas	O
aumentam	O
suas	O
vantagens	O
nas	O
compras	O
para	O
os	O
clientes	O
que	O
possuam	O
um	O
cartão	O
próprio	O
da	O
loja	B-WRONG
,	I-WRONG
(	I-WRONG
Ex	I-WRONG
.	I-WRONG

Sentença Original N°23
Manter	B-WRONG
o	O
emprego	O
,	O
é	O
o	O
primeiro	O
passo	O
para	O
o	O
sucesso	O
profissional	O
,	O
com	O
dedicação	O
,	O
e	O
estudo	O
,	O
bom	O
humor	O
,	O
otimismo	O
,	O
educação	O
,	O
muita	O
paciência	O
e	O
ambição	O
,	O
tudo	O
acontece	O
aos	O
poucos	O
e	O
logo	O
se	O
alcança	O
o	O
sucesso	O
.	O

Sentença Original N°24
O	B-WRONG
Brasil	I-WRONG
,	I-WRONG
é	I-WRONG
o	I-WRONG
mundo	I-WRONG
todo	I-WRONG
,	O
com	O
muitas	O
caras	O
,	O
costumes	O
e	O
raças	O
.	O

Sentença Original N°25
Quem	O
faz	O
a	O
escolha	O
de	O
acender	O
um	O
cigarro	O
exerce	O
esse	O
direito	O
,	O
mas	O
pode	O
violar	O
a	O
liberdade	O
de	O
pessoas	O
que	O
optam	O
por	O
uma	O
vida	O
saudável	O
e	O
sem	O
vícios	O
.	O

Sentença Original N°26
Como	O
pode	O
ser	O
admitido	O
uma	O
filha	O
bater	O
em	O
sua	O
mãe	O
apenas	O
porque	O
ela	O
se	O
esqueceu	O
de	O
algo	O
?	O

Sentença Original N°27
No	O
entanto	O
,	O
movimentos	O
que	O
vão	O
contra	O
os	O
princípios	O
da	O
Constituição	O
do	O
país	O
,	O
como	O
o	O
realizado	O
pelos	O
estudantes	O
da	O
USP	O
,	O
fogem	O
da	O
teoria	O
democrática	O
,	O
e	O
devem	O
,	O
de	B-WRONG
já	I-WRONG
,	O
ser	O
erradicados	O
.	O

Sentença Original N°28
Um	O
sistema	O
democrático	O
,	O
que	O
deve	O
ter	O
sempre	O
a	O
compreensão	O
de	O
que	O
nada	O
pode	O
ser	O
perfeito	O
,	O
precisa	O
estimular	O
o	O
direito	O
à	O
liberdade	O
sempre	O
.	O

Sentença Original N°29
Com	O
a	O
manutenção	O
da	O
ignorância	O
,	O
o	O
voto	O
de	O
cabresto	O
moderno	O
(	O
mais	O
conhecido	O
como	O
Bolsa	O
Família	O
)	O
e	O
as	O
propagandas	O
sem	O
conteúdo	O
,	O
mas	O
cheias	O
de	O
slogans	O
fáceis	O
de	O
decorar	O
,	O
os	O
políticos	O
claramente	O
visam	O
atingir	O
a	O
parcela	O
menos	O
favorecida	O
e	O
menos	O
escolarizada	O
da	O
população	O
.	O

Sentença Original N°30
Para	O
que	O
cada	O
negro	O
vença	O
na	O
vida	O
,	O
quantos	O
não	O
vivem	O
na	O
miséria	O
,	O
quantos	O
não	O
se	O
perdem	O
no	O
crime	O
?	O

Sentença Original N°31
E	O
é	O
por	O
isso	O
que	B-WRONG
deve-se	I-WRONG
analisar	O
que	O
o	O
verdadeiro	O
amor	O
não	O
é	O
capaz	O
de	O
fundamentar	O
atos	O
trágicos	O
,	O
mas	O
sim	O
apenas	O
atos	O
que	O
proporcionam	O
prazeres	O
e	O
felicidades	O
.	O

Sentença Original N°32
Como	O
forma	O
de	O
diminuir	O
esses	O
tipos	O
de	O
problemas	O
envolvendo	O
bebidas	O
alcoólicas	B-WRONG
foi	I-WRONG
criada	I-WRONG
algumas	O
leis	O
,	O
como	O
a	O
Lei	O
Seca	O
,	O
que	O
proíbe	O
dirigir	O
sobre	B-WRONG
efeito	O
de	O
álcool	O
,	O
e	O
a	O
Lei	O
da	O
Proibição	O
da	B-WRONG
Venda	I-WRONG
e	I-WRONG
Consumo	I-WRONG
de	I-WRONG
bebidas	I-WRONG
alcoólicas	I-WRONG
por	I-WRONG
menores	I-WRONG
.	I-WRONG

Sentença Original N°33
As	O
liberdades	O
,	O
como	O
também	O
o	O
fanatismo	O
religioso	O
,	O
devem	O
ter	O
seu	O
devido	O
limite	O
,	O
pois	O
vivemos	O
em	O
sociedade	O
e	O
o	O
respeito	O
ao	O
próximo	O
é	O
essencial	O
para	O
o	O
bem	O
comum	O
.	O

Sentença Original N°34
Com	O
a	O
falta	O
de	O
caráter	O
,	O
sensibilidade	B-WRONG
e	I-WRONG
humanismo	I-WRONG
.	O

Sentença Original N°35
No	O
Brasil	O
a	O
educação	O
está	O
ficando	O
cada	O
vez	O
mais	O
esquecida	O
.	O

Sentença Original N°36
Outro	O
fato	O
é	O
que	O
a	O
estrutura	O
econômica	O
de	O
país	O
subdesenvolvido	O
do	O
Brasil	O
não	O
é	O
condizente	O
com	O
a	O
tecnologia	O
nuclear	O
,	O
pois	O
além	O
de	O
gerar	O
mais	O
dívidas	O
para	O
o	O
país	O
no	O
caso	O
de	O
importação	O
tecnológica	O
,	O
poderia	O
causar	O
uma	O
crise	O
sem	O
precedentes	O
no	O
caso	O
de	O
um	O
acidente	O
nuclear	O
,	O
pois	O
o	O
Brasil	O
não	O
teria	O
capacidade	O
de	O
controlar	O
um	O
acidente	O
desse	O
porte	O
.	O

Sentença Original N°37
Por	O
isso	O
,	O
a	O
escola	O
deve	O
privilegiar	O
a	O
universalidade	O
do	O
conhecimento	O
,	O
mesmo	O
porque	O
os	O
alunos	O
conhecem	O
e	O
utilizam	O
as	O
variantes	O
linguísticas	O
.	O

Sentença Original N°38
Também	B-WRONG
,	I-WRONG
a	I-WRONG
lei	I-WRONG
punia	I-WRONG
mulheres	I-WRONG
que	I-WRONG
cometesse	I-WRONG
adultério	I-WRONG
;	I-WRONG
já	I-WRONG
o	I-WRONG
homem	I-WRONG
,	I-WRONG
que	I-WRONG
cometesse	I-WRONG
crime	I-WRONG
em	I-WRONG
"	I-WRONG
nome	I-WRONG
da	I-WRONG
honra	I-WRONG
"	I-WRONG
,	I-WRONG
era	I-WRONG
absolvido	I-WRONG
.	I-WRONG
Hoje	O
,	O
questões	O
como	O
essas	O
não	O
estão	O
mais	O
na	O
lei	O
,	O
mas	O
o	O
homem	O
e	O
,	O
em	O
menor	O
proporção	O
,	O
a	O
mulher	O
,	O
ainda	O
cometem	O
violência	O
um	O
contra	O
o	O
outro	O
em	O
nome	O
do	O
amor	O
.	O

Sentença Original N°39
Lutar	O
pelas	O
razões	O
erradas	O
não	O
torna	O
a	O
luta	O
errada	B-WRONG
pode	O
torná-la	O
equivocada	O
,	O
mas	O
jamais	O
errada	O
.	O

Sentença Original N°40
Livros	O
que	O
expliquem	O
a	O
reforma	O
nem	O
são	O
confiaveis	O
,	O
muitos	O
divergem	O
.	O

Sentença Original N°41
